663,713,289,339,687,737,435,485
657,707,282,332,691,741,430,480
651,701,275,325,695,745,425,475
645,695,268,318,699,749,420,470
639,689,261,311,703,753,415,465
633,683,254,304,707,757,410,460
627,677,247,297,711,761,405,455
621,671,240,290,715,765,400,450
615,665,233,283,719,769,395,445
609,659,226,276,723,773,390,440
603,653,219,269,727,777,385,435
597,647,212,262,731,781,380,430
591,641,205,255,735,785,375,425
585,635,198,248,739,789,370,420
579,629,191,241,743,793,365,415
573,623,184,234,747,797,360,410
567,617,177,227,751,801,355,405
561,611,170,220,747,797,350,400
555,605,163,213,743,793,345,395
549,599,156,206,739,789,340,390
543,593,149,199,735,785,335,385
537,587,142,192,731,781,330,380
531,581,135,185,727,777,325,375
525,575,128,178,723,773,320,370
519,569,121,171,719,769,315,365
513,563,114,164,715,765,310,360
507,557,107,157,711,761,305,355
501,551,100,150,707,757,300,350
495,545,93,143,703,753,295,345
489,539,86,136,699,749,290,340
483,533,79,129,695,745,285,335
477,527,72,122,691,741,280,330
471,521,65,115,687,737,275,325
465,515,58,108,683,733,270,320
459,509,51,101,679,729,265,315
453,503,44,94,675,725,260,310
447,497,37,87,671,721,255,305
441,491,30,80,667,717,250,300
435,485,23,73,663,713,245,295
429,479,16,66,659,709,240,290
423,473,9,59,655,705,235,285
417,467,2,52,651,701,230,280
411,461,-5,45,647,697,225,275
405,455,2,52,643,693,220,270
399,449,9,59,639,689,215,265
393,443,16,66,635,685,210,260
387,437,23,73,631,681,205,255
381,431,30,80,627,677,200,250
375,425,37,87,623,673,195,245
369,419,44,94,619,669,190,240
363,413,51,101,615,665,185,235
357,407,58,108,611,661,180,230
351,401,65,115,607,657,175,225
345,395,72,122,603,653,170,220
339,389,79,129,599,649,165,215
333,383,86,136,595,645,160,210
327,377,93,143,591,641,155,205
321,371,100,150,587,637,150,200
315,365,107,157,583,633,145,195
309,359,114,164,579,629,140,190
303,353,121,171,575,625,135,185
297,347,128,178,571,621,130,180
291,341,135,185,567,617,125,175
285,335,142,192,563,613,120,170
279,329,149,199,559,609,115,165
273,323,156,206,555,605,110,160
267,317,163,213,551,601,105,155
261,311,170,220,547,597,100,150
255,305,177,227,543,593,95,145
249,299,184,234,539,589,90,140
243,293,191,241,535,585,85,135
237,287,198,248,531,581,80,130
231,281,205,255,527,577,75,125
225,275,212,262,523,573,70,120
219,269,219,269,519,569,65,115
213,263,226,276,515,565,60,110
207,257,233,283,511,561,55,105
201,251,240,290,507,557,50,100
195,245,247,297,503,553,45,95
189,239,254,304,499,549,40,90
183,233,261,311,495,545,35,85
177,227,268,318,491,541,30,80
171,221,275,325,487,537,25,75
165,215,282,332,483,533,20,70
159,209,289,339,479,529,15,65
153,203,296,346,475,525,10,60
147,197,303,353,471,521,5,55
141,191,310,360,467,517,0,50
135,185,317,367,463,513,5,55
129,179,324,374,459,509,10,60
123,173,331,381,455,505,15,65
117,167,338,388,451,501,20,70
111,161,345,395,447,497,25,75
105,155,352,402,443,493,30,80
99,149,359,409,439,489,35,85
93,143,366,416,435,485,40,90
87,137,373,423,431,481,45,95
81,131,380,430,427,477,50,100
75,125,387,437,423,473,55,105
69,119,394,444,419,469,60,110
63,113,401,451,415,465,65,115
57,107,408,458,411,461,70,120
51,101,415,465,407,457,75,125
45,95,422,472,403,453,80,130
39,89,429,479,399,449,85,135
33,83,436,486,395,445,90,140
27,77,443,493,391,441,95,145
21,71,450,500,387,437,100,150
15,65,457,507,383,433,105,155
9,59,464,514,379,429,110,160
3,53,471,521,375,425,115,165
-3,47,478,528,371,421,120,170
3,53,485,535,367,417,125,175
9,59,492,542,363,413,130,180
15,65,499,549,359,409,135,185
21,71,506,556,355,405,140,190
27,77,513,563,351,401,145,195
33,83,520,570,347,397,150,200
39,89,527,577,343,393,155,205
45,95,534,584,339,389,160,210
51,101,541,591,335,385,165,215
57,107,548,598,331,381,170,220
63,113,555,605,327,377,175,225
69,119,548,598,323,373,180,230
75,125,541,591,319,369,185,235
81,131,534,584,315,365,190,240
87,137,527,577,311,361,195,245
93,143,520,570,307,357,200,250
99,149,513,563,303,353,205,255
105,155,506,556,299,349,210,260
111,161,499,549,295,345,215,265
117,167,492,542,291,341,220,270
123,173,485,535,287,337,225,275
129,179,478,528,283,333,230,280
135,185,471,521,279,329,235,285
141,191,464,514,275,325,240,290
147,197,457,507,271,321,245,295
153,203,450,500,267,317,250,300
159,209,443,493,263,313,255,305
165,215,436,486,259,309,260,310
171,221,429,479,255,305,265,315
177,227,422,472,251,301,270,320
183,233,415,465,247,297,275,325
189,239,408,458,243,293,280,330
195,245,401,451,239,289,285,335
201,251,394,444,235,285,290,340
207,257,387,437,231,281,295,345
213,263,380,430,227,277,300,350
219,269,373,423,223,273,305,355
225,275,366,416,219,269,310,360
231,281,359,409,215,265,315,365
237,287,352,402,211,261,320,370
243,293,345,395,207,257,325,375
249,299,338,388,203,253,330,380
255,305,331,381,199,249,335,385
261,311,324,374,195,245,340,390
267,317,317,367,191,241,345,395
273,323,310,360,187,237,350,400
279,329,303,353,183,233,355,405
285,335,296,346,179,229,360,410
291,341,289,339,175,225,365,415
297,347,282,332,171,221,370,420
303,353,275,325,167,217,375,425
309,359,268,318,163,213,380,430
315,365,261,311,159,209,385,435
321,371,254,304,155,205,390,440
327,377,247,297,151,201,395,445
333,383,240,290,147,197,400,450
339,389,233,283,143,193,405,455
345,395,226,276,139,189,410,460
351,401,219,269,135,185,415,465
357,407,212,262,131,181,420,470
363,413,205,255,127,177,425,475
369,419,198,248,123,173,430,480
375,425,191,241,119,169,435,485
381,431,184,234,115,165,440,490
387,437,177,227,111,161,445,495
393,443,170,220,107,157,450,500
399,449,163,213,103,153,455,505
405,455,156,206,99,149,460,510
411,461,149,199,95,145,465,515
417,467,142,192,91,141,470,520
423,473,135,185,87,137,475,525
429,479,128,178,83,133,480,530
435,485,121,171,79,129,485,535
441,491,114,164,75,125,490,540
447,497,107,157,71,121,495,545
453,503,100,150,67,117,500,550
459,509,93,143,63,113,505,555
465,515,86,136,59,109,510,560
471,521,79,129,55,105,515,565
477,527,72,122,51,101,520,570
483,533,65,115,47,97,525,575
489,539,58,108,43,93,530,580
495,545,51,101,39,89,535,585
501,551,44,94,35,85,540,590
507,557,37,87,31,81,545,595
513,563,30,80,27,77,550,600
519,569,23,73,23,73,545,595
525,575,16,66,19,69,540,590
531,581,9,59,15,65,535,585
537,587,2,52,11,61,530,580
543,593,-5,45,7,57,525,575
549,599,2,52,3,53,520,570
555,605,9,59,-1,49,515,565
561,611,16,66,3,53,510,560
567,617,23,73,7,57,505,555
573,623,30,80,11,61,500,550
579,629,37,87,15,65,495,545
585,635,44,94,19,69,490,540
591,641,51,101,23,73,485,535
597,647,58,108,27,77,480,530
603,653,65,115,31,81,475,525
609,659,72,122,35,85,470,520
615,665,79,129,39,89,465,515
621,671,86,136,43,93,460,510
627,677,93,143,47,97,455,505
633,683,100,150,51,101,450,500
639,689,107,157,55,105,445,495
645,695,114,164,59,109,440,490
651,701,121,171,63,113,435,485
657,707,128,178,67,117,430,480
663,713,135,185,71,121,425,475
